Name_to_use,taxid,otu_count,size_count,lineage,lineage_ranks,lineage_taxids
Polychaos,2663723,14,43,cellular organisms;Eukaryota;Amoebozoa;Tubulinea;Elardia;Euamoebida;Hartmannellidae;Polychaos,cellular root;domain;clade;phylum;class;order;family;genus,131567;2759;554915;555369;2681632;180229;5776;2663723
Cercomonadidae_X,45108,13,26,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Cercomonadida;Cercomonadidae;Cercomonadidae_X,cellular root;domain;clade;clade;phylum;order;family;original_name,131567;2759;2698737;543769;136419;188941;45108;45108
Chrysaora,6147,13,32,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Cnidaria;Scyphozoa;Semaeostomeae;Pelagiidae;Chrysaora,cellular root;domain;clade;kingdom;clade;phylum;class;order;family;genus,131567;2759;33154;33208;6072;6073;6142;6143;6146;6147
Crassostrea,6564,13,29,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Bivalvia;Autobranchia;Pteriomorphia;Ostreida;Ostreoidea;Ostreidae;Crassostrea,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;class;subclass;clade;order;superfamily;family;genus,131567;2759;33154;33208;6072;33213;33317;2697495;1206795;6447;6544;2785011;6545;6562;98302;6563;6564
Leohumicola,290614,13,81,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Leotiomycetes incertae sedis;Leohumicola,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;clade;class;no rank;genus,131567;2759;33154;4751;451864;4890;716545;147538;716546;715989;147548;221903;290614
Neurospora,5140,13,243,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Sordariomycetidae;Sordariales;Sordariaceae;Neurospora,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;clade;class;subclass;order;family;genus,131567;2759;33154;4751;451864;4890;716545;147538;716546;715989;147550;222544;5139;5148;5140
OLIGO2_X,NA,13,158,Alveolata;OLIGO2_X,division;family,NA;NA
Ricinus,160061,13,15,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Paraneoptera;Psocodea;Phthiraptera;Amblycera;Ricinidae;Ricinus,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;clade;clade;subphylum;class;clade;subclass;infraclass;cohort;superorder;order;suborder;family;genus,131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33342;1930602;85819;50629;160060;160061
Rigifila,1237874,13,17,cellular organisms;Eukaryota;CRuMs;Rigifilida;Rigifila,cellular root;domain;clade;order;genus,131567;2759;2608240;1237875;1237874
Saccharomyces,4930,13,969,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;class;order;family;genus,131567;2759;33154;4751;451864;4890;716545;147537;4891;4892;4893;4930
Aphelidium,1498217,12,17,cellular organisms;Eukaryota;Opisthokonta;Aphelida;Aphelidea;Aphelidiaceae;Aphelidium,cellular root;domain;clade;clade;class;family;genus,131567;2759;33154;2316435;1498967;2689233;1498217
Cercozoa_XXXX,136419,12,21,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Cercozoa_XXXX,cellular root;domain;clade;clade;phylum;original_name,131567;2759;2698737;543769;136419;136419
Chydorus,77744,12,27,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Branchiopoda;Phyllopoda;Diplostraca;Cladocera;Anomopoda;Chydoridae;Chydorus,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;clade;clade;subphylum;class;subclass;order;suborder;infraorder;family;genus,131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6657;6658;116557;84337;6665;116561;77713;77744
Coemansia,4863,12,40,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Zoopagomycota;Kickxellomycotina;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia,cellular root;domain;clade;kingdom;no rank;phylum;subphylum;class;order;family;genus,131567;2759;33154;4751;112252;1913638;451828;2219690;4861;4862;4863
Dino-Group-II_XX,NA,12,29,cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Dino-Group-II_XX,class;genus,131567;2759;2698737;33630;2864;NA
Micronuclearia,238745,12,28,cellular organisms;Eukaryota;CRuMs;Rigifilida;Micronuclearia,cellular root;domain;clade;order;genus,131567;2759;2608240;1237875;238745
Plagiostomum,84130,12,25,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Rhabditophora;Prolecithophora;Separata;Plagiostomidae;Plagiostomum,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;class;order;clade;family;genus,131567;2759;33154;33208;6072;33213;33317;2697495;1206795;6157;147100;79788;79796;79797;84130
Rhizoclosmatium,109967,12,82,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Chytridiales;Chytriomycetaceae;Rhizoclosmatium,cellular root;domain;clade;kingdom;no rank;phylum;no rank;class;order;family;genus,131567;2759;33154;4751;112252;4761;2683659;451435;4810;1352827;109967
Spumella,89043,12,14,cellular organisms;Eukaryota;Sar;Stramenopiles;Ochrophyta;Chrysophyceae;Chromulinales;Chromulinaceae;Spumella,cellular root;domain;clade;clade;clade;class;order;family;genus,131567;2759;2698737;33634;2696291;2825;96792;98651;89043
Tetrachaetum,253301,12,36,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Helotiales;Discinellaceae;Tetrachaetum,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;clade;class;order;family;genus,131567;2759;33154;4751;451864;4890;716545;147538;716546;715989;147548;5178;2794838;253301
Coccidioides,5500,11,17,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Onygenales;Onygenaceae;Coccidioides,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;class;subclass;order;family;genus,131567;2759;33154;4751;451864;4890;716545;147538;716546;147545;451871;33183;33184;5500
Mrakia,29901,11,95,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Cystofilobasidiales;Mrakiaceae;Mrakia,cellular root;domain;clade;kingdom;subkingdom;phylum;subphylum;class;order;family;genus,131567;2759;33154;4751;451864;5204;5302;155616;90883;1851551;29901
Nucleariidae_Nuclearia_2_X,154966,11,30,cellular organisms;Eukaryota;Opisthokonta;Rotosphaerida;Nucleariidae;Nucleariidae_Nuclearia_2_X,cellular root;domain;clade;order;family;original_name,131567;2759;33154;2686024;154966;154966
Tobrilus,327476,11,65,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Enoplea;Enoplia;Triplonchida;Tobrilina;Tobriloidea;Tobrilidae;Tobrilus,cellular root;domain;clade;kingdom;clade;clade;clade;clade;phylum;class;subclass;order;suborder;superfamily;family;genus,131567;2759;33154;33208;6072;33213;33317;1206794;6231;119088;33218;211184;1337737;2301137;1337729;327476
Bodo,5712,10,15,cellular organisms;Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Eubodonida;Bodonidae;Bodo,cellular root;domain;clade;phylum;class;subclass;order;family;genus,131567;2759;2611352;33682;5653;2704647;2704650;5708;5712
Chloroparva,948560,10,17,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Trebouxiophyceae;Chlorellales;Chlorellaceae;Chloroparva,cellular root;domain;kingdom;phylum;clade;class;order;family;genus,131567;2759;33090;3041;2692248;75966;35460;35461;948560
Chlorophyceae.U.genus,3166,10,62,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;Chlorophyceae.U.genus,cellular root;domain;kingdom;phylum;clade;class;original_name,131567;2759;33090;3041;2692248;3166;3166
Coelomomyces,143959,10,29,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Blastocladiomycota;Blastocladiomycetes;Blastocladiales;Coelomomycetaceae;Coelomomyces,cellular root;domain;clade;kingdom;no rank;phylum;class;order;family;genus,131567;2759;33154;4751;112252;451459;451460;4805;143958;143959
Colletotrichum,5455,10,15,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Hypocreomycetidae;Glomerellales;Glomerellaceae;Colletotrichum,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;clade;class;subclass;order;family;genus,131567;2759;33154;4751;451864;4890;716545;147538;716546;715989;147550;222543;1028384;681950;5455
Daphnia,6668,10,26,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Branchiopoda;Phyllopoda;Diplostraca;Cladocera;Anomopoda;Daphniidae;Daphnia,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;clade;clade;subphylum;class;subclass;order;suborder;infraorder;family;genus,131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6657;6658;116557;84337;6665;116561;77658;6668
Notosolenus,186759,10,15,cellular organisms;Eukaryota;Discoba;Euglenozoa;Euglenida;Petalomonadida;Scytomonadidae;Notosolenus,cellular root;domain;clade;phylum;class;order;family;genus,131567;2759;2611352;33682;3035;2570648;2570650;186759
Plasmodium2,418103,10,35,cellular organisms;Eukaryota;Sar;Alveolata;Apicomplexa;Aconoidasida;Haemosporida;Plasmodiidae;Plasmodium;Plasmodium (Plasmodium);Plasmodium2,cellular root;domain;clade;clade;phylum;class;order;family;genus;subgenus;original_name,131567;2759;2698737;33630;5794;422676;5819;1639119;5820;418103;418103
Psora,111720,10,24,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Lecanoromycetes;OSLEUM clade;Lecanoromycetidae;Lecanorales;Lecanorineae;Psoraceae;Psora,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;class;clade;subclass;order;suborder;family;genus,131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;258890;111720
Pterocystida_XXX,2607628,10,24,cellular organisms;Eukaryota;Haptista;Centroplasthelida;Pterocystida;Pterocystida_XXX,cellular root;domain;clade;class;order;original_name,131567;2759;2608109;193537;2607628;2607628
Reophax,212491,10,34,cellular organisms;Eukaryota;Sar;Rhizaria;Retaria;Foraminifera;Lituolida;Reophacidae;Reophax,cellular root;domain;clade;clade;clade;phylum;order;family;genus,131567;2759;2698737;543769;2662056;29178;998816;1482317;212491
Trepomonas,44997,10,23,cellular organisms;Eukaryota;Metamonada;Fornicata;Diplomonadida;Hexamitidae;Hexamitinae;Trepomonas,cellular root;domain;clade;phylum;order;family;subfamily;genus,131567;2759;2611341;207245;5738;5739;68460;44997
Vampyrella,941459,10,18,cellular organisms;Eukaryota;Sar;Rhizaria;Endomyxa;Vampyrellida;Vampyrellidae;Vampyrella,cellular root;domain;clade;clade;phylum;order;family;genus,131567;2759;2698737;543769;2604748;1367446;325674;941459
Astrorhiza,46079,9,9,cellular organisms;Eukaryota;Sar;Rhizaria;Retaria;Foraminifera;Monothalamids;Astrorhizida;Astrorhizidae;Astrorhiza,cellular root;domain;clade;clade;clade;phylum;clade;order;family;genus,131567;2759;2698737;543769;2662056;29178;1505960;46109;46116;46079
Evaginogenida_X,163659,9,17,cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Phyllopharyngea;Suctoria;Evaginogenida;Evaginogenida_X,cellular root;domain;clade;clade;phylum;subphylum;class;subclass;order;original_name,131567;2759;2698737;33630;5878;431838;37471;39462;163659;163659
Mitosporidium,1633384,9,13,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Microsporidia;Microsporidia incertae sedis;Mitosporidium,cellular root;domain;clade;kingdom;no rank;phylum;no rank;genus,131567;2759;33154;4751;112252;6029;469895;1633384
Plectonchus,114872,9,71,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Tylenchina;Panagrolaimomorpha;Panagrolaimoidea;Panagrolaimidae;Plectonchus,cellular root;domain;clade;kingdom;clade;clade;clade;clade;phylum;class;order;suborder;infraorder;superfamily;family;genus,131567;2759;33154;33208;6072;33213;33317;1206794;6231;119089;6236;6300;2082223;55746;114848;114872
Ventrifissura,1938507,9,9,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Thecofilosea;Ventricleftida;Ventrifissuridae;Ventrifissura,cellular root;domain;clade;clade;phylum;class;order;family;genus,131567;2759;2698737;543769;136419;1004930;1938500;1938506;1938507
Agaricomycetes_X,155619,8,27,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetes_X,cellular root;domain;clade;kingdom;subkingdom;phylum;subphylum;class;original_name,131567;2759;33154;4751;451864;5204;5302;155619;155619
Bacillariophyceae_XXX,33849,8,29,cellular organisms;Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyceae;Bacillariophyceae_XXX,cellular root;domain;clade;clade;clade;phylum;class;original_name,131567;2759;2698737;33634;2696291;2836;33849;33849
Balamuthia,66526,8,12,cellular organisms;Eukaryota;Amoebozoa;Discosea;Longamoebia;Centramoebida;Balamuthiidae;Balamuthia,cellular root;domain;clade;phylum;order;clade;family;genus,131567;2759;554915;555280;1485168;555407;555408;66526
Clavicaudoides,266273,8,142,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Enoplea;Dorylaimia;Dorylaimida;Nygolaimina;Nygolaimoidea;Nygolaimidae;Nygolaiminae;Clavicaudoides,cellular root;domain;clade;kingdom;clade;clade;clade;clade;phylum;class;subclass;order;suborder;superfamily;family;subfamily;genus,131567;2759;33154;33208;6072;33213;33317;1206794;6231;119088;1457286;46000;211354;211355;211356;211357;266273
Kinetoplastea_XX_MET3,5653,8,14,cellular organisms;Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Kinetoplastea_XX_MET3,cellular root;domain;clade;phylum;class;original_name,131567;2759;2611352;33682;5653;5653
LKM74-lineage_X,NA,8,10,Discosea;LKM74-lineage_X,division;family,NA;NA
Mucoromycotina_XX,451507,8,8,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Mucoromycota;Mucoromycotina;Mucoromycotina_XX,cellular root;domain;clade;kingdom;no rank;phylum;subphylum;original_name,131567;2759;33154;4751;112252;1913637;451507;451507
Prodesmodora,293849,8,10,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Desmodorida;Desmodorina;Microlaimoidea;Microlaimidae;Prodesmodora,cellular root;domain;clade;kingdom;clade;clade;clade;clade;phylum;class;order;suborder;superfamily;family;genus,131567;2759;33154;33208;6072;33213;33317;1206794;6231;119089;73930;2301102;2301104;293848;293849
Thaumatomonas,45099,8,9,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Imbricatea;Silicofilosea;Thaumatomonadida;Thaumatomastigidae;Thaumatomonas,cellular root;domain;clade;clade;phylum;class;clade;order;family;genus,131567;2759;2698737;543769;136419;1736114;556185;188944;45098;45099
Tilletiopsis,1500560,8,53,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Ustilaginomycotina;Exobasidiomycetes;Entylomatales;Entylomatales incertae sedis;Tilletiopsis,cellular root;domain;clade;kingdom;subkingdom;phylum;subphylum;class;order;no rank;genus,131567;2759;33154;4751;451864;5204;452284;452283;62914;162479;1500560
Bicoecea_XXX,33651,7,9,cellular organisms;Eukaryota;Sar;Stramenopiles;Bigyra;Opalozoa;Bicosoecida;Bicoecea_XXX,cellular root;domain;clade;clade;class;clade;order;original_name,131567;2759;2698737;33634;2683628;2683629;33651;33651
Brachypodium,15367,7,18,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;Liliopsida;Petrosaviidae;commelinids;Poales;Poaceae;BOP clade;Pooideae;Stipodae;Brachypodieae;Brachypodium,cellular root;domain;kingdom;phylum;subphylum;clade;clade;clade;clade;class;clade;clade;subclass;clade;order;family;clade;subfamily;no rank;tribe;genus,131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;4447;1437197;4734;38820;4479;359160;147368;2822797;147385;15367
Tubulinea_XXXXX,555369,7,15,cellular organisms;Eukaryota;Amoebozoa;Tubulinea;Tubulinea_XXXXX,cellular root;domain;clade;phylum;original_name,131567;2759;554915;555369;555369
ARMOP1_X,NA,6,9,Alveolata;ARMOP1_X,division;family,NA;NA
Ascomorpha,360654,6,7,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Gnathifera;Rotifera;Eurotatoria;Monogononta;Pseudotrocha;Ploima;Gastropidae;Ascomorpha,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;class;subclass;superorder;order;family;genus,131567;2759;33154;33208;6072;33213;33317;2697495;2697496;10190;2816136;10191;1709201;84394;360653;360654
Cryptodifflugia,1078833,6,11,cellular organisms;Eukaryota;Amoebozoa;Tubulinea;Elardia;Arcellinida;Phryganellina;Cryptodifflugiidae;Cryptodifflugia,cellular root;domain;clade;phylum;class;order;suborder;family;genus,131567;2759;554915;555369;2681632;318493;318517;1078832;1078833
Cryptosporidiidae.U.genus,35082,6,8,cellular organisms;Eukaryota;Sar;Alveolata;Apicomplexa;Conoidasida;Coccidia;Eucoccidiorida;Eimeriorina;Cryptosporidiidae;Cryptosporidiidae.U.genus,cellular root;domain;clade;clade;phylum;class;subclass;order;suborder;family;original_name,131567;2759;2698737;33630;5794;1280412;5796;75739;423054;35082;35082
Eimeriida.U.genus,NA,6,20,cellular organisms;Eukaryota;Sar;Alveolata;Apicomplexa;Eimeriida.U.genus,phylum;genus,131567;2759;2698737;33630;5794;NA
Ichthyophonida_XXX,198625,6,11,cellular organisms;Eukaryota;Opisthokonta;Ichthyosporea;Ichthyophonida;Ichthyophonida_XXX,cellular root;domain;clade;class;order;original_name,131567;2759;33154;127916;198625;198625
Mortierella,4855,6,6,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Mucoromycota;Mortierellomycotina;Mortierellomycetes;Mortierellales;Mortierellaceae;Mortierella,cellular root;domain;clade;kingdom;no rank;phylum;subphylum;class;order;family;genus,131567;2759;33154;4751;112252;1913637;1137986;2212732;214503;4854;4855
Nematostelium,661164,6,8,cellular organisms;Eukaryota;Amoebozoa;Evosea;Variosea;Fractovitellida;Schizoplasmodiidae;Nematostelium,cellular root;domain;clade;phylum;class;order;family;genus,131567;2759;554915;2605435;2605334;2605345;2681886;661164
Neocallimastigaceae.U.genus,29007,6,69,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Neocallimastigomycetes;Neocallimastigales;Neocallimastigaceae;Neocallimastigaceae.U.genus,cellular root;domain;clade;kingdom;no rank;phylum;no rank;class;order;family;original_name,131567;2759;33154;4751;112252;4761;2683659;451455;29006;29007;29007
Podospora,5144,6,12,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Sordariomycetidae;Sordariales;Podosporaceae;Podospora,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;clade;class;subclass;order;family;genus,131567;2759;33154;4751;451864;4890;716545;147538;716546;715989;147550;222544;5139;2609812;5144
